Ticker,Price_to_Earnings,Dividend_Yield,Dividend_Date,UNIX_Div_Date
CVS,11.373659,0.0363,19-01-2024,1705622400
LARD.XC,26.597862,0.0101,12-12-2023,1702339200
0HW4.L,0.13619836,NULL,NULL,NULL
AMT,134.50331,0.0334,27-12-2023,1703635200
UBS,3.0798097,0.019,12-04-2023,1681257600
0QDX.IL,73.74627,0.014400001,10-05-2023,1683676800
0FWY.IL,91.771774,0.0387,09-06-2023,1686268800
0F08.IL,27.626766,0.0255,12-05-2023,1683849600
0NWF.IL,28.516502,0.019299999,15-05-2023,1684108800
AWEL.XC,NULL,NULL,NULL,NULL
AWE.L,NULL,NULL,NULL,NULL
0M3Q.L,0.43881622,NULL,NULL,NULL
CSLLY,42.17699,0.0123000005,08-09-2023,1694131200
0MI0.IL,22.012033,0.028399998,06-09-2023,1693958400
WOSG.L,8.745454,NULL,NULL,NULL
SPI.L,45.6,0.0022,25-05-2023,1684972800
SPIL.XC,4540.0,0.0022,25-05-2023,1684972800
WOSGL.XC,870.0,NULL,NULL,NULL
CBGL.XC,1114.8148,0.11350001,19-10-2023,1697673600
SAINL.XC,1001.9608,NULL,NULL,NULL
SAIN.L,10.0196085,NULL,NULL,NULL
CBG.L,11.166667,0.113000005,19-10-2023,1697673600
FSVL.XC,928.3333,NULL,NULL,NULL
JUST.L,43.85,0.021300001,24-08-2023,1692835200
AIP.XC,28.467875,0.017,15-05-2023,1684108800
JUSTL.XC,4380.0,0.021300001,24-08-2023,1692835200
MUTL.XC,1290.625,NULL,NULL,NULL
ABNB,17.266422,NULL,NULL,NULL
ALIVS.XC,21.35951,0.026600001,27-11-2023,1701043200
0JGH.L,0.03120624,NULL,NULL,NULL
PIAIF,6.3934426,0.0915,11-09-2023,1694390400
0OJC.IL,16.165178,0.0498,24-03-2023,1679616000
CMXHF,41.438053,0.012,11-09-2023,1694390400
0GWL.IL,31.395132,0.0092,06-04-2023,1680739200
MUT.L,12.906251,NULL,NULL,NULL
TOELY,39.536587,NULL,NULL,NULL
TOELF,39.659878,0.0124,28-03-2024,1711584000
0JZU.L,0.6757609,NULL,NULL,NULL
THGL.XC,NULL,NULL,NULL,NULL
SONG.L,NULL,NULL,NULL,NULL
0R78.IL,24.099667,0.0542,16-10-2023,1697414400
MTED.XC,NULL,NULL,NULL,NULL
RWS.L,NULL,0.0517,25-01-2024,1706140800
CI,17.257757,0.0163,05-12-2023,1701734400
THG.L,NULL,NULL,NULL,NULL
HTWSL.XC,NULL,NULL,NULL,NULL
AAIGF,84.666664,0.014400001,11-09-2023,1694390400
BSX,73.90854,NULL,NULL,NULL
0HEU.L,0.35063246,NULL,NULL,NULL
FCSS.L,37.2,NULL,NULL,NULL
FCSSL.XC,3732.0,NULL,NULL,NULL
MELI,89.583496,NULL,NULL,NULL
ZTS,38.87398,0.0092,18-01-2024,1705536000
0VSO.IL,33.589622,0.0041,13-06-2023,1686614400
ESLOY,34.18486,0.0179,22-05-2023,1684713600
HTWS.L,NULL,NULL,NULL,NULL
0R3T.IL,2.7510846,0.023,12-04-2023,1681257600
ESLOF,33.780865,0.018099999,22-05-2023,1684713600
USB-PH,4.577404,NULL,NULL,NULL
CSUAY,8.257576,0.1073,22-06-2023,1687392000
FUTRL.XC,750.0,0.0049,18-01-2024,1705536000
IBN,18.117647,0.0081,08-08-2023,1691452800
0K0E.L,4.7842507,NULL,NULL,NULL
PNGAY,6.3933606,0.0872,08-09-2023,1694131200
DAL.L,11.0,NULL,NULL,NULL
AAGIY,84.833336,0.0254,07-09-2023,1694044800
FUTR.L,7.5,0.0047999998,18-01-2024,1705536000
OCI.L,3.8425198,NULL,NULL,NULL
0YAL.IL,9.569675,0.0554,09-05-2023,1683590400
GS-PK,0.50107706,NULL,NULL,NULL
0M2B.L,NULL,NULL,NULL,NULL
BNPQY,8.3771925,0.063,18-05-2023,1684368000
KLAC,27.868237,0.0095,14-11-2023,1699920000
SNPMF,6.714286,0.0862,07-09-2023,1694044800
0UKH.L,0.07084659,NULL,NULL,NULL
JHD.L,19.7,0.040700004,16-11-2023,1700092800
BNPQF,8.332416,0.0631,22-05-2023,1684713600
0HOY.L,1.1462265,NULL,NULL,NULL
FI,29.438154,NULL,NULL,NULL
EOT.L,37.95652,NULL,NULL,NULL
EOTL.XC,3637.5,NULL,NULL,NULL
FANL.XC,2202.1052,0.0196,23-11-2023,1700697600
BBH.L,9.325,NULL,NULL,NULL
FAN.L,22.052631,0.0196,23-11-2023,1700697600
0J8W.L,0.3011398,NULL,NULL,NULL
BBHL.XC,932.5,NULL,NULL,NULL
0FIN.IL,15.714285,0.0368,14-04-2023,1681430400
CRN.L,13.844443,0.0436,14-09-2023,1694649600
0KOD.L,0.25794637,NULL,NULL,NULL
ANET,44.439262,NULL,NULL,NULL
CRNL.XC,1384.4443,0.0436,14-09-2023,1694649600
ICGT.L,18.30303,NULL,NULL,NULL
UKCML.XC,NULL,NULL,NULL,NULL
FRCOY,38.407143,NULL,NULL,NULL
GS-PA,0.43587106,NULL,NULL,NULL
STOHF,5.045045,0.041300002,14-02-2024,1707868800
UKCM.L,NULL,NULL,NULL,NULL
0MCJ.L,0.13809572,NULL,NULL,NULL
INFY,28.014084,0.0215,24-10-2023,1698105600
NFG.L,31.076923,0.0191,19-10-2023,1697673600
MS-PK,3.1000257,NULL,NULL,NULL
SNPS,68.09217,NULL,NULL,NULL
ICGTL.XC,1821.212,NULL,NULL,NULL
SQZ.L,2.8694444,0.111999996,26-10-2023,1698278400
UBSGZ.XC,3.089525,0.0196,12-04-2023,1681257600
0NQC.IL,18.491684,0.02,17-03-2023,1679011200
RLXXF,36.979313,0.017,03-08-2023,1691020800
0HS2.L,1.1025014,NULL,NULL,NULL
0MHZ.IL,NULL,NULL,NULL,NULL
GLAXF,10.276543,0.037100002,16-11-2023,1700092800
GSK,10.489389,0.0354,16-11-2023,1700092800
MS-PI,3.1763806,NULL,NULL,NULL
0OMK.IL,34.097515,0.0198,22-05-2023,1684713600
CNI,22.887362,0.019,06-12-2023,1701820800
VOLCBS.XC,6.1918464,NULL,NULL,NULL
ELP.XC,34.017242,0.0182,22-05-2023,1684713600
CILJF,11.777777,0.0618,05-07-2023,1688515200
0H2Z.IL,153.10103,NULL,NULL,NULL
FRCOF,37.178314,0.0085,28-02-2024,1709078400
CDNS,84.26211,NULL,NULL,NULL
MS-PF,3.206923,NULL,NULL,NULL
PBCRF,32.5,0.022,04-12-2023,1701648000
0KII.IL,NULL,NULL,NULL,NULL
0NL3.IL,24.03475,0.0226,28-04-2023,1682640000
SHECF,19.24541,0.019,29-03-2024,1711670400
0JYW.L,0.52797157,NULL,NULL,NULL
ARM,456.64703,NULL,NULL,NULL
MRCH.L,41.076927,NULL,NULL,NULL
REDDL.XC,607.0176,0.0727,14-12-2023,1702512000
SHECY,19.262136,NULL,NULL,NULL
MRCHL.XC,4115.385,NULL,NULL,NULL
CFRUY,17.9732,0.0202,21-09-2023,1695254400
TFIF.L,NULL,NULL,NULL,NULL
0K92.L,0.12889446,NULL,NULL,NULL
REDD.L,6.035088,0.0726,14-12-2023,1702512000
SYNC.L,NULL,NULL,NULL,NULL
CFRHF,17.961126,0.020599999,20-09-2023,1695168000
SHW,32.948555,0.008,16-11-2023,1700092800
ATLKY,30.414907,0.0137,19-10-2023,1697673600
SYNCL.XC,NULL,NULL,NULL,NULL
NBPE.L,14.172415,NULL,NULL,NULL
MS-PE,3.2005599,NULL,NULL,NULL
0RGT.IL,29.95211,NULL,NULL,NULL
MGAM.L,13.674999,0.044299997,26-10-2023,1698278400
0LTG.L,0.40744093,NULL,NULL,NULL
GS-PD,0.42966098,NULL,NULL,NULL
SAFRY,23.355,0.0078,30-05-2023,1685404800
DGEAF,16.521532,0.0287,24-08-2023,1692835200
HCA,14.283317,0.0083,13-12-2023,1702425600
TFIFL.XC,NULL,NULL,NULL,NULL
CRE.L,33.42857,0.063,17-08-2023,1692230400
ITW,24.95534,0.0219,28-12-2023,1703721600
CREL.XC,3335.7144,0.0633,17-08-2023,1692230400
MS-PA,2.7901502,NULL,NULL,NULL
EBBNF,8.832808,NULL,NULL,NULL
DGED.L,0.16438526,0.028499998,24-08-2023,1692835200
SAFRF,23.028786,0.0078,30-05-2023,1685404800
ATLPF,30.493454,0.0139999995,19-10-2023,1697673600
DEO,16.4378,0.028399998,24-08-2023,1692835200
NBPEL.XC,1381.356,NULL,NULL,NULL
ABBNY,19.632029,0.0225,27-03-2023,1679875200
ABLZF,19.595284,0.0223,27-03-2023,1679875200
0R9U.IL,19.363903,NULL,NULL,NULL
APAX.L,NULL,NULL,NULL,NULL
JFJ.L,NULL,NULL,NULL,NULL
WDAY,1263.9131,NULL,NULL,NULL
PBCRY,24.862904,NULL,NULL,NULL
ENB,32.229733,NULL,NULL,NULL
ZFSVF,15.995008,NULL,NULL,NULL
TGAL.XC,162.98508,NULL,NULL,NULL
EQIX,86.36895,NULL,NULL,NULL
AXAHY,10.6805105,NULL,NULL,NULL
IBDSF,15.24375,NULL,NULL,NULL
0HBT.IL,8.67927,NULL,NULL,NULL
0UKI.L,7.509977,NULL,NULL,NULL
IBDRY,15.318868,NULL,NULL,NULL
APAXL.XC,NULL,NULL,NULL,NULL
TGA.L,162.20897,NULL,NULL,NULL
ATLCY,26.51887,NULL,NULL,NULL
0HIT.IL,15.732638,NULL,NULL,NULL
KKR,30.762774,NULL,NULL,NULL
SO,25.032845,NULL,NULL,NULL
DOCSL.XC,771.5,NULL,NULL,NULL
DOCS.L,769.0,NULL,NULL,NULL
USB-PP,5.0927124,NULL,NULL,NULL
ZURVY,15.825544,NULL,NULL,NULL
GSCTL.XC,NULL,NULL,NULL,NULL
GSCT.L,NULL,NULL,NULL,NULL
ELML.XC,NULL,NULL,NULL,NULL
AXAHF,10.538019,NULL,NULL,NULL
BYDDY,17.920578,NULL,NULL,NULL
ELM.L,NULL,NULL,NULL,NULL
TIFSL.XC,NULL,NULL,NULL,NULL
DSCV.L,3221.739,NULL,NULL,NULL
BYDDF,17.971014,NULL,NULL,NULL
0L8B.L,18.226244,NULL,NULL,NULL
MSBHF,12.275861,NULL,NULL,NULL
0HFN.L,57.4554,NULL,NULL,NULL
DSCVL.XC,3384.0908,NULL,NULL,NULL
TIFS.L,NULL,NULL,NULL,NULL
ATLFF,26.037737,NULL,NULL,NULL
APEO.L,678.5714,NULL,NULL,NULL
0XHL.L,50.396996,NULL,NULL,NULL
MTSUY,12.206897,NULL,NULL,NULL
0IU8.IL,23.437328,NULL,NULL,NULL
SPT.L,1375.5555,NULL,NULL,NULL
SPTL.XC,1384.4443,NULL,NULL,NULL
CME,24.300358,NULL,NULL,NULL
0SCL.IL,18.546703,NULL,NULL,NULL
SLB,17.592783,NULL,NULL,NULL
VCISY,14.936915,NULL,NULL,NULL
DUK,20.082474,NULL,NULL,NULL
SYPD.XC,65.624146,NULL,NULL,NULL
VCISF,14.766082,NULL,NULL,NULL
HTHIF,15.92159,NULL,NULL,NULL
0LD8.L,11.54348,NULL,NULL,NULL
VOF.L,NULL,NULL,NULL,NULL
ICE,29.523203,NULL,NULL,NULL
TRSTL.XC,NULL,NULL,NULL,NULL
TRST.L,NULL,NULL,NULL,NULL
APEOL.XC,668.9286,NULL,NULL,NULL
0HR2.L,26.670156,NULL,NULL,NULL
SNRL.XC,3444.0,NULL,NULL,NULL
0K36.L,36.778778,NULL,NULL,NULL
SNR.L,3444.0,NULL,NULL,NULL
0R9I.IL,NULL,NULL,NULL,NULL
0QMU.IL,18.339815,NULL,NULL,NULL
0JC3.L,17.636438,NULL,NULL,NULL
0JG6.L,2.302787,NULL,NULL,NULL
0R31.IL,10.655264,NULL,NULL,NULL
0L8A.L,31.850304,NULL,NULL,NULL
0IUC.L,21.351072,NULL,NULL,NULL
HTHIY,15.747711,NULL,NULL,NULL
MO,8.25102,NULL,NULL,NULL
KDDIY,15.824074,NULL,NULL,NULL
CRWD,NULL,NULL,NULL,NULL
0Z1W.L,18.23288,NULL,NULL,NULL
SAFP.XC,23.410885,NULL,NULL,NULL
SDP.L,NULL,NULL,NULL,NULL
MCO,47.435368,NULL,NULL,NULL
ALPH.L,1148.5508,NULL,NULL,NULL
CRW.L,10000.0,NULL,NULL,NULL
HFG.L,6575.0,NULL,NULL,NULL
JIIL.XC,NULL,NULL,NULL,NULL
HFGL.XC,6566.667,NULL,NULL,NULL
ESOCF,11.583333,NULL,NULL,NULL
0HAR.IL,10.679687,NULL,NULL,NULL
0MR6.IL,41.249996,NULL,NULL,NULL
NOC,15.34518,NULL,NULL,NULL
SBID.IL,8.479467,NULL,NULL,NULL
MKGAF,22.462345,NULL,NULL,NULL
ENLAY,11.466666,NULL,NULL,NULL
MKKGY,22.241379,NULL,NULL,NULL
BSIF.L,376.0,NULL,NULL,NULL
0ID1.L,19.9391,NULL,NULL,NULL
IBEE.XC,15.503425,NULL,NULL,NULL
MAR,25.180086,NULL,NULL,NULL
0NWW.L,11.847912,NULL,NULL,NULL
0MHM.IL,NULL,NULL,NULL,NULL
0GT1.IL,NULL,NULL,NULL,NULL
WMMVF,23.435293,NULL,NULL,NULL
ABBNZ.XC,19.682064,NULL,NULL,NULL
MBGAF,4.175842,NULL,NULL,NULL
DASTF,60.37647,NULL,NULL,NULL
PYPL,19.128061,NULL,NULL,NULL
IVSBF,6.1693764,NULL,NULL,NULL
MBGYY,4.161917,NULL,NULL,NULL
0RQ9.IL,16.009315,NULL,NULL,NULL
0U5S.L,27.679636,NULL,NULL,NULL
CFRZ.XC,18.171297,NULL,NULL,NULL
CSX,18.415344,NULL,NULL,NULL
MSLHL.XC,3019.9998,NULL,NULL,NULL
0NQM.IL,14.952926,NULL,NULL,NULL
SRC.L,1026.6666,NULL,NULL,NULL
0XS9.IL,13.215092,NULL,NULL,NULL
RCRRF,32.195488,NULL,NULL,NULL
BDX,46.24216,NULL,NULL,NULL
MSLH.L,3008.8887,NULL,NULL,NULL
0O14.IL,20.911018,NULL,NULL,NULL
GBG.L,NULL,NULL,NULL,NULL
0A5O.IL,NULL,NULL,NULL,NULL
TRI,31.58842,NULL,NULL,NULL
0P59.L,33.32088,NULL,NULL,NULL
WMMVY,22.690058,NULL,NULL,NULL
SBIDL.XC,8.302504,NULL,NULL,NULL
TMPL.L,1421.875,NULL,NULL,NULL
TMPLL.XC,1418.75,NULL,NULL,NULL
0KEF.L,12.717575,NULL,NULL,NULL
SMFNF,12.593596,NULL,NULL,NULL
CNQ,12.96302,NULL,NULL,NULL
0EDE.L,27.180607,NULL,NULL,NULL
0II4.L,148.40259,NULL,NULL,NULL
BMWYY,5.393312,NULL,NULL,NULL
0NXX.IL,4.1138096,NULL,NULL,NULL
SBKFF,8.204571,NULL,NULL,NULL
0NX2.IL,21.77744,NULL,NULL,NULL
JII.L,NULL,NULL,NULL,NULL
BAMXF,5.464191,NULL,NULL,NULL
0HJL.L,24.241205,NULL,NULL,NULL
DGP.XC,14.839694,NULL,NULL,NULL
0A93.IL,NULL,NULL,NULL,NULL
SFTBF,NULL,NULL,NULL,NULL
BTAFF,6.069512,NULL,NULL,NULL
SFTBY,NULL,NULL,NULL,NULL
BYMOF,5.169671,NULL,NULL,NULL
0HLE.IL,6.5901637,NULL,NULL,NULL
RNWH.L,1411.8645,NULL,NULL,NULL
IVSXF,5.826558,NULL,NULL,NULL
SEIT.L,NULL,NULL,NULL,NULL
CL,42.044502,NULL,NULL,NULL
BTI,6.0213413,NULL,NULL,NULL
0H0U.L,1500.8828,NULL,NULL,NULL
0LHY.L,8.956447,NULL,NULL,NULL
UNCFF,5.4469695,NULL,NULL,NULL
SMFG,12.283951,NULL,NULL,NULL
BRSC.L,NULL,NULL,NULL,NULL
IPX.L,1666.6666,NULL,NULL,NULL
0K0X.L,8.926604,NULL,NULL,NULL
SFBQF,16.511906,NULL,NULL,NULL
PHM7D.XC,8.224444,NULL,NULL,NULL
JLEN.L,658.6667,NULL,NULL,NULL
UNCRY,5.4469695,NULL,NULL,NULL
ITOCY,13.320532,NULL,NULL,NULL
0M18.L,NULL,NULL,NULL,NULL
BRSCL.XC,NULL,NULL,NULL,NULL
ENELM.XC,11.672728,NULL,NULL,NULL
ITOCF,13.301774,NULL,NULL,NULL
2PPD.XC,19.600649,NULL,NULL,NULL
SNOW,NULL,NULL,NULL,NULL
0HL1.IL,31.740614,NULL,NULL,NULL
MCK,19.309486,NULL,NULL,NULL
BGFDL.XC,NULL,NULL,NULL,NULL
CASTS.XC,NULL,NULL,NULL,NULL
SLBP.XC,16.929104,NULL,NULL,NULL
ZURNZ.XC,15.882776,NULL,NULL,NULL
BGFD.L,NULL,NULL,NULL,NULL
USB,12.695719,NULL,NULL,NULL
0NRE.IL,15.88,NULL,NULL,NULL
STLA,3.130117,NULL,NULL,NULL
0K8M.L,19.426197,NULL,NULL,NULL
TGT,17.835669,NULL,NULL,NULL
EOG,8.201039,NULL,NULL,NULL
JEDT.L,NULL,NULL,NULL,NULL
LDNXF,76.77942,NULL,NULL,NULL
0QZX.L,13.088891,NULL,NULL,NULL
0IVW.L,14.22973,NULL,NULL,NULL
0IDR.L,14.785857,NULL,NULL,NULL
JLENL.XC,660.6666,NULL,NULL,NULL
NTDOF,20.025818,NULL,NULL,NULL
SAN,6.0984845,NULL,NULL,NULL
0HB4.IL,61.17799,NULL,NULL,NULL
CMG,55.25864,NULL,NULL,NULL
0A0H.IL,36.730766,NULL,NULL,NULL
0QP2.IL,15.309549,NULL,NULL,NULL
BCDRF,5.6060605,NULL,NULL,NULL
LNSTY,77.5,NULL,NULL,NULL
0R19.L,37.338173,NULL,NULL,NULL
0HXW.L,97.10275,NULL,NULL,NULL
0O0V.IL,5.2506037,NULL,NULL,NULL
ESCT.L,600.0,NULL,NULL,NULL
NTDOY,19.710146,NULL,NULL,NULL
KLR.L,1063.4147,NULL,NULL,NULL
SOBKY,16.02381,NULL,NULL,NULL
KLRL.XC,1062.1952,NULL,NULL,NULL
TEAM,NULL,NULL,NULL,NULL
EWI.L,NULL,NULL,NULL,NULL
EWIL.XC,NULL,NULL,NULL,NULL
SWGAY,55.386364,NULL,NULL,NULL
SMMNY,38.304108,NULL,NULL,NULL
ITUB,9.780303,NULL,NULL,NULL
0O0U.IL,5.3774457,NULL,NULL,NULL
JDG.L,7251.9087,NULL,NULL,NULL
DSYP.XC,58.583336,NULL,NULL,NULL
BN,NULL,NULL,NULL,NULL
AMXOF,11.75,NULL,NULL,NULL
SEMHF,38.424656,NULL,NULL,NULL
0QI7.IL,35.52174,NULL,NULL,NULL
FDX,14.861803,NULL,NULL,NULL
0QXR.IL,3.1291735,NULL,NULL,NULL
0H68.L,13.881773,NULL,NULL,NULL
DBSDF,8.334482,NULL,NULL,NULL
CHGCY,27.42029,NULL,NULL,NULL
OLCLY,86.306816,NULL,NULL,NULL
0P6O.IL,4.6946864,NULL,NULL,NULL
VWAPY,3.874139,NULL,NULL,NULL
0S23.L,12.956834,NULL,NULL,NULL
WPS.L,4450.0,NULL,NULL,NULL
GLNCY,6.6217103,NULL,NULL,NULL
GLCNF,6.6513157,NULL,NULL,NULL
BMWD.XC,5.3952684,NULL,NULL,NULL
DUK-PA,5.2645946,NULL,NULL,NULL
WPSL.XC,4480.0,NULL,NULL,NULL
0AA9.IL,50.749996,NULL,NULL,NULL
AON,23.379364,NULL,NULL,NULL
VLKPF,3.8751574,NULL,NULL,NULL
VLKAF,4.1755986,NULL,NULL,NULL
DBSDY,8.213836,NULL,NULL,NULL
BMO,22.726841,NULL,NULL,NULL
0QE6.IL,17.14677,NULL,NULL,NULL
CTA-PB,NULL,NULL,NULL,NULL
GCP.L,1176.6666,NULL,NULL,NULL
MITSY,8.800564,NULL,NULL,NULL
RACE,48.038242,NULL,NULL,NULL
ORLY,27.481487,NULL,NULL,NULL
BAG.L,1793.3333,NULL,NULL,NULL
CCRL.XC,2506.6665,NULL,NULL,NULL
MITSF,8.785249,NULL,NULL,NULL
0HT4.L,5.052655,NULL,NULL,NULL
UPR.L,1564.2858,NULL,NULL,NULL
CTAS,43.661827,NULL,NULL,NULL
0JVT.L,61.076103,NULL,NULL,NULL
BAGL.XC,1798.3333,NULL,NULL,NULL
GCPL.XC,1168.3334,NULL,NULL,NULL
PH,26.22536,NULL,NULL,NULL
0LBF.IL,5.776596,NULL,NULL,NULL
LTODL.XC,42.0,NULL,NULL,NULL
LULU,61.373848,NULL,NULL,NULL
0GZV.IL,27.840908,NULL,NULL,NULL
MRVL,NULL,NULL,NULL,NULL
0AAS.IL,NULL,NULL,NULL,NULL
0KFZ.L,36.592033,NULL,NULL,NULL
STLAMM.XC,3.1599364,NULL,NULL,NULL
PZC.L,1522.2222,NULL,NULL,NULL
0JH3.L,2.7542636,NULL,NULL,NULL
0A0J.IL,24.989178,NULL,NULL,NULL
0Z4I.L,10.014976,NULL,NULL,NULL
PEYS.L,4.055279,NULL,NULL,NULL
NETTF,15.72174,NULL,NULL,NULL
AAKS.XC,23.039999,NULL,NULL,NULL
SOIL.XC,3385.7144,NULL,NULL,NULL
JSG.L,1797.5001,NULL,NULL,NULL
PNC,11.738077,NULL,NULL,NULL
HSL.L,NULL,NULL,NULL,NULL
HSLL.XC,NULL,NULL,NULL,NULL
0R6R.IL,25.988085,NULL,NULL,NULL
SOI.L,3378.5715,NULL,NULL,NULL
MMM,NULL,NULL,NULL,NULL
FSFLL.XC,3313.3335,NULL,NULL,NULL
TYMNL.XC,1555.2632,NULL,NULL,NULL
PZCL.XC,1515.5554,NULL,NULL,NULL
TYMN.L,1560.5264,NULL,NULL,NULL
FSFL.L,3316.6667,NULL,NULL,NULL
SHED.L,NULL,NULL,NULL,NULL
SHEDL.XC,NULL,NULL,NULL,NULL
0K6G.IL,17.541426,NULL,NULL,NULL
VALE,6.4785714,NULL,NULL,NULL
TDG,48.54252,NULL,NULL,NULL
SHLD.XC,39.50746,NULL,NULL,NULL
GRID.L,1221.4286,NULL,NULL,NULL
0OAL.L,6.041357,NULL,NULL,NULL
SANE.XC,6.005738,NULL,NULL,NULL
MURGY,18.813044,NULL,NULL,NULL
0R33.L,20.046036,NULL,NULL,NULL
DPSTF,13.5124655,NULL,NULL,NULL
NTES,15.807626,NULL,NULL,NULL
EPD,10.984186,NULL,NULL,NULL
ROP,47.51599,NULL,NULL,NULL
MNST,38.114864,NULL,NULL,NULL
MPC,5.8170505,NULL,NULL,NULL
IBSTL.XC,876.4706,NULL,NULL,NULL
APH,31.564516,NULL,NULL,NULL
LTOD.IL,45.360825,NULL,NULL,NULL
IBST.L,881.17645,NULL,NULL,NULL
DSKYF,57.115387,NULL,NULL,NULL
NABZY,13.644737,NULL,NULL,NULL
IPOL.XC,NULL,NULL,NULL,NULL
MURGF,18.552233,NULL,NULL,NULL
GRIDL.XC,1228.5714,NULL,NULL,NULL
IPO.L,NULL,NULL,NULL,NULL
APD,25.387377,NULL,NULL,NULL
THRG.L,NULL,NULL,NULL,NULL
0KHZ.L,22.516983,NULL,NULL,NULL
ESP.L,2370.0002,NULL,NULL,NULL
THRGL.XC,NULL,NULL,NULL,NULL
NESF.L,1262.8572,NULL,NULL,NULL
KIE.L,1433.3333,NULL,NULL,NULL
ANCTF,19.202341,NULL,NULL,NULL
PSBKF,3.75,NULL,NULL,NULL
0HBH.L,26.041832,NULL,NULL,NULL
DSNKY,57.653847,NULL,NULL,NULL
DELL,22.529087,NULL,NULL,NULL
TT,29.490068,NULL,NULL,NULL
0I6K.L,11.239877,NULL,NULL,NULL
DHLGY,13.3317175,NULL,NULL,NULL
ECL,46.601852,NULL,NULL,NULL
RTLLF,38.913254,NULL,NULL,NULL
NESFL.XC,1103.7501,NULL,NULL,NULL
0IFA.L,52.285862,NULL,NULL,NULL
AMX,12.176666,NULL,NULL,NULL
0LMP.L,6.012538,NULL,NULL,NULL
CORD.L,672.7273,NULL,NULL,NULL
HINKF,20.165983,NULL,NULL,NULL
0J6Z.L,17.314535,NULL,NULL,NULL
CNSWF,108.77245,NULL,NULL,NULL
AXFOS.XC,26.237576,NULL,NULL,NULL
KIEL.XC,1414.4445,NULL,NULL,NULL
VOW3D.XC,3.9038875,NULL,NULL,NULL
PSX,7.8163147,NULL,NULL,NULL
CURYL.XC,1214.5001,NULL,NULL,NULL
0REK.L,74.69743,NULL,NULL,NULL
FSUMF,11.833333,NULL,NULL,NULL
BAKK.L,4850.0,NULL,NULL,NULL
CORDL.XC,667.27277,NULL,NULL,NULL
0KXM.L,20.280684,NULL,NULL,NULL
0RDT.IL,52.868023,NULL,NULL,NULL
MOONL.XC,1618.9999,NULL,NULL,NULL
MOON.L,1618.9999,NULL,NULL,NULL
YNGA.L,2250.0,NULL,NULL,NULL
BNS,10.644523,NULL,NULL,NULL
PSTVY,3.6596637,NULL,NULL,NULL
VLX.L,1937.5,NULL,NULL,NULL
FSUGY,11.73955,NULL,NULL,NULL
CURY.L,1206.0001,NULL,NULL,NULL
NXPI,20.239332,NULL,NULL,NULL
BAKKL.XC,4810.0,NULL,NULL,NULL
BKRKY,15.694917,NULL,NULL,NULL
0V5H.L,6.164413,NULL,NULL,NULL
0R03.L,13.570161,NULL,NULL,NULL
NAUBF,13.135527,NULL,NULL,NULL
0L4T.L,5.938948,NULL,NULL,NULL
FEML.L,4672.308,NULL,NULL,NULL
APO,37.161594,NULL,NULL,NULL
BRGEL.XC,3223.5293,NULL,NULL,NULL
CHTR,12.209409,NULL,NULL,NULL
BRGE.L,3217.647,NULL,NULL,NULL
0JLK.L,3.2508128,NULL,NULL,NULL
0JGN.L,2.988531,NULL,NULL,NULL
0HJF.L,113.68207,NULL,NULL,NULL
YNGN.L,1595.8334,NULL,NULL,NULL
ISNPY,7.186468,NULL,NULL,NULL
UNVGY,42.885715,NULL,NULL,NULL
0R0E.IL,5.0388417,NULL,NULL,NULL
WINL.XC,2095.2383,NULL,NULL,NULL
WIN.L,2095.2383,NULL,NULL,NULL
EMR,25.795698,NULL,NULL,NULL
ATGL.XC,3214.2856,NULL,NULL,NULL
USA.L,NULL,NULL,NULL,NULL
TPOS.L,3.0656133,NULL,NULL,NULL
0LK6.L,20.84514,NULL,NULL,NULL
0J5I.L,72.77327,NULL,NULL,NULL
NSC,26.441402,NULL,NULL,NULL
USAL.XC,NULL,NULL,NULL,NULL
ATG.L,3200.0,NULL,NULL,NULL
NEE-PR,NULL,NULL,NULL,NULL
MSI,33.040947,NULL,NULL,NULL
0IAH.IL,11.439446,NULL,NULL,NULL
0KFE.IL,19.338522,NULL,NULL,NULL
0H3Q.IL,12.502119,NULL,NULL,NULL
MMMD.XC,NULL,NULL,NULL,NULL
0KW1.L,40.002373,NULL,NULL,NULL
UMGNF,42.323143,NULL,NULL,NULL
THRLL.XC,NULL,NULL,NULL,NULL
WEBNF,11.992188,NULL,NULL,NULL
BKRKF,17.0,NULL,NULL,NULL
ADSK,59.058823,NULL,NULL,NULL
0O26.IL,20.545658,NULL,NULL,NULL
MUV2D.XC,18.554558,NULL,NULL,NULL
THRL.L,NULL,NULL,NULL,NULL
MCGL.XC,NULL,NULL,NULL,NULL
0A2B.IL,7.137097,NULL,NULL,NULL
ADT1.L,NULL,NULL,NULL,NULL
SPG,21.079376,NULL,NULL,NULL
0K3H.L,44.804123,NULL,NULL,NULL
ADT1L.XC,NULL,NULL,NULL,NULL
RSG,32.68217,NULL,NULL,NULL
MCG.L,NULL,NULL,NULL,NULL
CRST.L,585.1429,NULL,NULL,NULL
0HLQ.L,13.609804,NULL,NULL,NULL
CRSTL.XC,588.0,NULL,NULL,NULL
STEML.XC,1041.8918,NULL,NULL,NULL
BCPTL.XC,NULL,NULL,NULL,NULL
HMC,8.626985,NULL,NULL,NULL
MPNGY,50.0,NULL,NULL,NULL
STEM.L,1031.081,NULL,NULL,NULL
